,p1_type1,p2_type1,winner,nbrContre,probWinParType
11000,Dragon,Normal,0,479.0,0.5741127348643006
11001,Dark,Electric,1,210.0,0.44761904761904764
11002,Bug,Rock,0,487.0,0.45790554414784396
11003,Water,Water,0,971.0,1.0
11004,Fairy,Rock,0,140.0,0.40714285714285714
11005,Water,Grass,0,1208.0,0.5016556291390728
11006,Water,Bug,0,1204.0,0.5390365448504983
11007,Bug,Water,1,1204.0,0.46096345514950166
11008,Bug,Psychic,1,646.0,0.4241486068111455
11009,Normal,Normal,0,708.0,1.0
11010,Fighting,Dark,0,103.0,0.49514563106796117
11011,Water,Steel,1,497.0,0.6177062374245473
11012,Poison,Ground,0,149.0,0.3825503355704698
11013,Fighting,Water,1,472.0,0.4533898305084746
11014,Poison,Fire,0,225.0,0.3288888888888889
11015,Normal,Bug,1,1066.0,0.6135084427767354
11016,Fairy,Water,0,321.0,0.3115264797507788
11017,Grass,Dark,0,332.0,0.27710843373493976
11018,Normal,Fighting,1,443.0,0.5598194130925508
11019,Fire,Water,1,931.0,0.5843179377013964
11020,Psychic,Poison,0,270.0,0.6111111111111112
11021,Bug,Fighting,0,271.0,0.4280442804428044
11022,Electric,Grass,1,459.0,0.6666666666666666
11023,Water,Fighting,1,472.0,0.5466101694915254
11024,Fire,Water,0,931.0,0.5843179377013964
11025,Psychic,Ice,1,224.0,0.625
11026,Electric,Fire,0,327.0,0.599388379204893
11027,Psychic,Water,1,1086.0,0.6160220994475138
11028,Grass,Normal,0,984.0,0.39939024390243905
11029,Water,Poison,1,518.0,0.5463320463320464
11030,Water,Fighting,0,472.0,0.5466101694915254
11031,Grass,Poison,0,301.0,0.43521594684385384
11032,Grass,Poison,1,301.0,0.43521594684385384
11033,Psychic,Psychic,0,259.0,1.0
11034,Bug,Ghost,1,356.0,0.4550561797752809
11035,Rock,Water,0,759.0,0.40974967061923584
11036,Electric,Dragon,1,178.0,0.4550561797752809
11037,Ground,Dragon,0,137.0,0.30656934306569344
11038,Grass,Normal,0,984.0,0.39939024390243905
11039,Fire,Water,0,931.0,0.5843179377013964
11040,Dragon,Fire,0,252.0,0.5674603174603174
11041,Fighting,Ghost,0,131.0,0.13740458015267176
11042,Water,Water,0,971.0,1.0
11043,Dragon,Water,1,584.0,0.7157534246575342
11044,Electric,Normal,1,676.0,0.6183431952662722
11045,Psychic,Ice,1,224.0,0.625
11046,Dragon,Ghost,0,153.0,0.6862745098039216
11047,Psychic,Grass,0,632.0,0.6265822784810127
11048,Rock,Fighting,0,194.0,0.31958762886597936
11049,Fire,Bug,1,599.0,0.669449081803005
11050,Steel,Water,1,497.0,0.3822937625754527
11051,Water,Fighting,1,472.0,0.5466101694915254
11052,Ice,Flying,1,20.0,0.2
11053,Water,Psychic,0,1086.0,0.3839779005524862
11054,Water,Normal,1,1702.0,0.39424206815511165
11055,Steel,Ghost,1,158.0,0.44936708860759494
11056,Ice,Normal,0,365.0,0.39452054794520547
11057,Ghost,Bug,1,356.0,0.5449438202247191
11058,Fire,Poison,1,225.0,0.6711111111111111
11059,Water,Water,1,971.0,1.0
11060,Ice,Flying,0,20.0,0.2
11061,Normal,Fairy,0,247.0,0.757085020242915
11062,Rock,Bug,0,487.0,0.5420944558521561
11063,Electric,Electric,0,134.0,1.0
11064,Water,Water,0,971.0,1.0
11065,Normal,Water,0,1702.0,0.6057579318448884
11066,Psychic,Water,1,1086.0,0.6160220994475138
11067,Water,Dragon,0,584.0,0.2842465753424658
11068,Normal,Dragon,0,479.0,0.42588726513569936
11069,Fire,Water,1,931.0,0.5843179377013964
11070,Grass,Bug,1,764.0,0.4816753926701571
11071,Psychic,Fighting,0,236.0,0.6313559322033898
11072,Water,Water,0,971.0,1.0
11073,Water,Fire,1,931.0,0.41568206229860366
11074,Ground,Electric,1,218.0,0.9036697247706422
11075,Dark,Dark,0,74.0,1.0
11076,Fire,Ghost,1,244.0,0.6434426229508197
11077,Psychic,Psychic,1,259.0,1.0
11078,Steel,Normal,1,422.0,0.4218009478672986
11079,Water,Water,1,971.0,1.0
11080,Electric,Normal,0,676.0,0.6183431952662722
11081,Bug,Rock,1,487.0,0.45790554414784396
11082,Fire,Bug,1,599.0,0.669449081803005
11083,Bug,Rock,0,487.0,0.45790554414784396
11084,Normal,Grass,1,984.0,0.600609756097561
11085,Ice,Ghost,0,123.0,0.4959349593495935
11086,Grass,Poison,0,301.0,0.43521594684385384
11087,Psychic,Bug,1,646.0,0.5758513931888545
11088,Psychic,Water,1,1086.0,0.6160220994475138
11089,Fighting,Normal,0,443.0,0.4401805869074492
11090,Bug,Bug,0,386.0,1.0
11091,Water,Water,0,971.0,1.0
11092,Psychic,Dark,0,291.0,0.054982817869415807
11093,Water,Normal,0,1702.0,0.39424206815511165
11094,Water,Grass,1,1208.0,0.5016556291390728
11095,Dragon,Normal,0,479.0,0.5741127348643006
11096,Poison,Fire,0,225.0,0.3288888888888889
11097,Rock,Bug,1,487.0,0.5420944558521561
11098,Electric,Fire,1,327.0,0.599388379204893
11099,Fire,Ghost,0,244.0,0.6434426229508197
11100,Normal,Steel,1,422.0,0.5781990521327014
11101,Ice,Bug,1,295.0,0.511864406779661
11102,Fairy,Psychic,0,138.0,0.26811594202898553
11103,Bug,Electric,1,473.0,0.266384778012685
11104,Fighting,Normal,0,443.0,0.4401805869074492
11105,Fairy,Normal,0,247.0,0.242914979757085
11106,Ice,Ghost,1,123.0,0.4959349593495935
11107,Psychic,Grass,1,632.0,0.6265822784810127
11108,Poison,Dragon,0,173.0,0.31213872832369943
11109,Bug,Grass,0,764.0,0.518324607329843
11110,Steel,Normal,1,422.0,0.4218009478672986
11111,Psychic,Normal,0,811.0,0.5474722564734895
11112,Water,Flying,0,68.0,0.23529411764705882
11113,Bug,Psychic,1,646.0,0.4241486068111455
11114,Normal,Dark,1,495.0,0.45252525252525255
11115,Dragon,Normal,1,479.0,0.5741127348643006
11116,Water,Bug,0,1204.0,0.5390365448504983
11117,Normal,Rock,0,682.0,0.6055718475073314
11118,Water,Fighting,0,472.0,0.5466101694915254
11119,Bug,Grass,1,764.0,0.518324607329843
11120,Dragon,Poison,1,173.0,0.6878612716763006
11121,Fairy,Water,1,321.0,0.3115264797507788
11122,Psychic,Ghost,0,289.0,0.5501730103806228
11123,Normal,Fairy,1,247.0,0.757085020242915
11124,Fighting,Electric,0,179.0,0.3128491620111732
11125,Electric,Water,0,713.0,0.6984572230014026
11126,Grass,Fire,0,547.0,0.2961608775137112
11127,Dark,Ground,1,148.0,0.6081081081081081
11128,Fighting,Ground,0,124.0,0.49193548387096775
11129,Normal,Water,0,1702.0,0.6057579318448884
11130,Bug,Dragon,0,342.0,0.28362573099415206
11131,Grass,Psychic,1,632.0,0.37341772151898733
11132,Water,Normal,1,1702.0,0.39424206815511165
11133,Dark,Grass,1,332.0,0.7228915662650602
11134,Ghost,Dragon,1,153.0,0.3137254901960784
11135,Rock,Rock,1,157.0,1.0
11136,Poison,Normal,1,432.0,0.3611111111111111
11137,Flying,Normal,1,61.0,0.7213114754098361
11138,Electric,Ghost,1,214.0,0.7616822429906542
11139,Steel,Water,0,497.0,0.3822937625754527
11140,Normal,Normal,1,708.0,1.0
11141,Normal,Fighting,1,443.0,0.5598194130925508
11142,Electric,Fighting,1,179.0,0.6871508379888268
11143,Fighting,Ghost,0,131.0,0.13740458015267176
11144,Normal,Dragon,0,479.0,0.42588726513569936
11145,Electric,Ground,0,218.0,0.0963302752293578
11146,Steel,Fairy,0,67.0,0.6268656716417911
11147,Grass,Ghost,1,351.0,0.5071225071225072
11148,Dark,Electric,1,210.0,0.44761904761904764
11149,Ice,Grass,0,244.0,0.5819672131147541
11150,Ghost,Flying,0,23.0,0.17391304347826086
11151,Normal,Dark,1,495.0,0.45252525252525255
11152,Normal,Steel,0,422.0,0.5781990521327014
11153,Dragon,Ghost,1,153.0,0.6862745098039216
11154,Water,Steel,1,497.0,0.6177062374245473
11155,Bug,Grass,1,764.0,0.518324607329843
11156,Water,Fire,0,931.0,0.41568206229860366
11157,Bug,Water,0,1204.0,0.46096345514950166
11158,Normal,Poison,0,432.0,0.6388888888888888
11159,Ice,Psychic,0,224.0,0.375
11160,Water,Steel,1,497.0,0.6177062374245473
11161,Fire,Bug,1,599.0,0.669449081803005
11162,Rock,Water,0,759.0,0.40974967061923584
11163,Bug,Normal,0,1066.0,0.38649155722326456
11164,Psychic,Grass,1,632.0,0.6265822784810127
11165,Normal,Rock,0,682.0,0.6055718475073314
11166,Fire,Ghost,1,244.0,0.6434426229508197
11167,Fire,Steel,1,232.0,0.6853448275862069
11168,Fire,Water,0,931.0,0.5843179377013964
11169,Water,Bug,0,1204.0,0.5390365448504983
11170,Grass,Grass,0,354.0,1.0
11171,Fairy,Bug,0,190.0,0.3894736842105263
11172,Bug,Poison,1,324.0,0.4660493827160494
11173,Steel,Psychic,0,279.0,0.44802867383512546
11174,Normal,Bug,1,1066.0,0.6135084427767354
11175,Psychic,Fire,1,448.0,0.5200892857142857
11176,Poison,Poison,0,74.0,1.0
11177,Ice,Bug,0,295.0,0.511864406779661
11178,Electric,Electric,0,134.0,1.0
11179,Water,Water,0,971.0,1.0
11180,Rock,Fighting,0,194.0,0.31958762886597936
11181,Water,Bug,0,1204.0,0.5390365448504983
11182,Fire,Poison,1,225.0,0.6711111111111111
11183,Grass,Bug,1,764.0,0.4816753926701571
11184,Psychic,Water,1,1086.0,0.6160220994475138
11185,Grass,Poison,0,301.0,0.43521594684385384
11186,Fighting,Rock,0,194.0,0.6804123711340206
11187,Ground,Grass,0,318.0,0.5094339622641509
11188,Electric,Water,1,713.0,0.6984572230014026
11189,Ghost,Poison,0,145.0,0.5724137931034483
11190,Fire,Electric,0,327.0,0.40061162079510704
11191,Steel,Fighting,0,116.0,0.39655172413793105
11192,Rock,Ice,0,182.0,0.510989010989011
11193,Normal,Ice,1,365.0,0.6054794520547945
11194,Normal,Grass,1,984.0,0.600609756097561
11195,Rock,Bug,1,487.0,0.5420944558521561
11196,Rock,Bug,0,487.0,0.5420944558521561
11197,Poison,Electric,0,201.0,0.27860696517412936
11198,Electric,Grass,0,459.0,0.6666666666666666
11199,Bug,Psychic,0,646.0,0.4241486068111455
11200,Bug,Fairy,1,190.0,0.6105263157894737
11201,Normal,Ice,0,365.0,0.6054794520547945
11202,Fighting,Fighting,0,65.0,1.0
11203,Electric,Rock,0,286.0,0.7132867132867133
11204,Fire,Grass,1,547.0,0.7038391224862889
11205,Normal,Electric,0,676.0,0.3816568047337278
11206,Fighting,Water,1,472.0,0.4533898305084746
11207,Water,Bug,1,1204.0,0.5390365448504983
11208,Ghost,Normal,0,484.0,0.506198347107438
11209,Water,Grass,1,1208.0,0.5016556291390728
11210,Steel,Steel,1,73.0,1.0
11211,Psychic,Steel,1,279.0,0.5519713261648745
11212,Normal,Dragon,1,479.0,0.42588726513569936
11213,Flying,Grass,1,36.0,0.75
11214,Water,Rock,1,759.0,0.5902503293807642
11215,Dragon,Bug,1,342.0,0.716374269005848
11216,Electric,Water,0,713.0,0.6984572230014026
11217,Water,Poison,0,518.0,0.5463320463320464
11218,Rock,Bug,0,487.0,0.5420944558521561
11219,Steel,Normal,0,422.0,0.4218009478672986
11220,Fire,Psychic,1,448.0,0.4799107142857143
11221,Fire,Normal,1,861.0,0.5412311265969802
11222,Psychic,Water,1,1086.0,0.6160220994475138
11223,Fire,Fairy,1,142.0,0.7816901408450704
11224,Psychic,Ghost,1,289.0,0.5501730103806228
11225,Normal,Psychic,1,811.0,0.4525277435265105
11226,Water,Water,0,971.0,1.0
11227,Psychic,Water,0,1086.0,0.6160220994475138
11228,Steel,Water,0,497.0,0.3822937625754527
11229,Ghost,Normal,0,484.0,0.506198347107438
11230,Electric,Fire,1,327.0,0.599388379204893
11231,Dark,Normal,1,495.0,0.5474747474747474
11232,Fighting,Steel,0,116.0,0.603448275862069
11233,Poison,Psychic,0,270.0,0.3888888888888889
11234,Poison,Water,0,518.0,0.45366795366795365
11235,Fairy,Bug,1,190.0,0.3894736842105263
11236,Fire,Dragon,1,252.0,0.43253968253968256
11237,Steel,Normal,0,422.0,0.4218009478672986
11238,Grass,Ground,1,318.0,0.49056603773584906
11239,Water,Electric,0,713.0,0.3015427769985975
11240,Bug,Ground,1,335.0,0.47761194029850745
11241,Grass,Ground,0,318.0,0.49056603773584906
11242,Fairy,Dark,0,83.0,0.20481927710843373
11243,Electric,Bug,1,473.0,0.733615221987315
11244,Ground,Steel,1,122.0,0.6229508196721312
11245,Water,Psychic,1,1086.0,0.3839779005524862
11246,Normal,Grass,1,984.0,0.600609756097561
11247,Dragon,Normal,1,479.0,0.5741127348643006
11248,Normal,Rock,1,682.0,0.6055718475073314
11249,Normal,Normal,1,708.0,1.0
11250,Psychic,Rock,1,445.0,0.6292134831460674
11251,Ground,Electric,1,218.0,0.9036697247706422
11252,Poison,Water,1,518.0,0.45366795366795365
11253,Normal,Normal,1,708.0,1.0
11254,Fire,Steel,0,232.0,0.6853448275862069
11255,Normal,Rock,1,682.0,0.6055718475073314
11256,Psychic,Poison,0,270.0,0.6111111111111112
11257,Fire,Fire,1,215.0,1.0
11258,Water,Psychic,1,1086.0,0.3839779005524862
11259,Fire,Grass,1,547.0,0.7038391224862889
11260,Normal,Dark,0,495.0,0.45252525252525255
11261,Dark,Psychic,1,291.0,0.9450171821305842
11262,Rock,Rock,1,157.0,1.0
11263,Bug,Steel,1,289.0,0.47058823529411764
11264,Flying,Steel,1,21.0,0.8571428571428571
11265,Grass,Dragon,0,313.0,0.30990415335463256
11266,Water,Fire,0,931.0,0.41568206229860366
11267,Grass,Steel,0,274.0,0.5036496350364964
11268,Water,Normal,0,1702.0,0.39424206815511165
11269,Bug,Ice,0,295.0,0.488135593220339
11270,Bug,Bug,0,386.0,1.0
11271,Rock,Fire,0,358.0,0.39664804469273746
11272,Water,Water,1,971.0,1.0
11273,Ice,Fairy,1,60.0,0.6
11274,Normal,Electric,0,676.0,0.3816568047337278
11275,Rock,Bug,0,487.0,0.5420944558521561
11276,Ice,Grass,0,244.0,0.5819672131147541
11277,Poison,Ice,1,99.0,0.5050505050505051
11278,Grass,Psychic,1,632.0,0.37341772151898733
11279,Fighting,Dragon,0,123.0,0.3252032520325203
11280,Ice,Ghost,0,123.0,0.4959349593495935
11281,Rock,Psychic,0,445.0,0.3707865168539326
11282,Normal,Fighting,0,443.0,0.5598194130925508
11283,Grass,Electric,0,459.0,0.3333333333333333
11284,Grass,Water,1,1208.0,0.49834437086092714
11285,Ground,Psychic,1,274.0,0.5036496350364964
11286,Rock,Psychic,0,445.0,0.3707865168539326
11287,Electric,Poison,0,201.0,0.7213930348258707
11288,Ground,Water,0,571.0,0.5306479859894921
11289,Ground,Fire,0,266.0,0.48120300751879697
11290,Water,Bug,0,1204.0,0.5390365448504983
11291,Ghost,Grass,0,351.0,0.4928774928774929
11292,Dragon,Bug,1,342.0,0.716374269005848
11293,Fire,Water,1,931.0,0.5843179377013964
11294,Psychic,Dragon,0,276.0,0.463768115942029
11295,Ghost,Bug,0,356.0,0.5449438202247191
11296,Psychic,Flying,0,35.0,0.4
11297,Grass,Normal,1,984.0,0.39939024390243905
11298,Water,Psychic,1,1086.0,0.3839779005524862
11299,Psychic,Ground,0,274.0,0.49635036496350365
11300,Poison,Grass,0,301.0,0.5647840531561462
11301,Electric,Water,1,713.0,0.6984572230014026
11302,Bug,Ice,0,295.0,0.488135593220339
11303,Water,Dark,1,520.0,0.3557692307692308
11304,Psychic,Normal,0,811.0,0.5474722564734895
11305,Steel,Bug,1,289.0,0.5294117647058824
11306,Electric,Fire,1,327.0,0.599388379204893
11307,Ice,Dragon,0,116.0,0.3103448275862069
11308,Fire,Water,1,931.0,0.5843179377013964
11309,Water,Bug,0,1204.0,0.5390365448504983
11310,Normal,Bug,1,1066.0,0.6135084427767354
11311,Ice,Water,0,445.0,0.47191011235955055
11312,Poison,Normal,0,432.0,0.3611111111111111
11313,Water,Steel,1,497.0,0.6177062374245473
11314,Bug,Fighting,0,271.0,0.4280442804428044
11315,Fire,Water,1,931.0,0.5843179377013964
11316,Water,Psychic,0,1086.0,0.3839779005524862
11317,Dragon,Bug,1,342.0,0.716374269005848
11318,Flying,Water,1,68.0,0.7647058823529411
11319,Ground,Normal,1,472.0,0.4894067796610169
11320,Ghost,Normal,0,484.0,0.506198347107438
11321,Dark,Fighting,0,103.0,0.5048543689320388
11322,Water,Grass,0,1208.0,0.5016556291390728
11323,Water,Psychic,1,1086.0,0.3839779005524862
11324,Electric,Rock,1,286.0,0.7132867132867133
11325,Ground,Water,0,571.0,0.5306479859894921
11326,Grass,Fire,1,547.0,0.2961608775137112
11327,Psychic,Bug,0,646.0,0.5758513931888545
11328,Poison,Ground,0,149.0,0.3825503355704698
11329,Normal,Water,1,1702.0,0.6057579318448884
11330,Dark,Fighting,0,103.0,0.5048543689320388
11331,Rock,Grass,1,482.0,0.4315352697095436
11332,Fighting,Poison,1,133.0,0.5639097744360902
11333,Grass,Fighting,0,270.0,0.43703703703703706
11334,Dragon,Normal,0,479.0,0.5741127348643006
11335,Rock,Psychic,1,445.0,0.3707865168539326
11336,Grass,Fire,0,547.0,0.2961608775137112
11337,Poison,Poison,1,74.0,1.0
11338,Psychic,Normal,0,811.0,0.5474722564734895
11339,Fighting,Water,1,472.0,0.4533898305084746
11340,Grass,Normal,0,984.0,0.39939024390243905
11341,Psychic,Normal,1,811.0,0.5474722564734895
11342,Normal,Bug,0,1066.0,0.6135084427767354
11343,Water,Fire,0,931.0,0.41568206229860366
11344,Steel,Fighting,0,116.0,0.39655172413793105
11345,Fire,Steel,1,232.0,0.6853448275862069
11346,Ghost,Fairy,1,62.0,0.5483870967741935
11347,Ice,Grass,1,244.0,0.5819672131147541
11348,Dark,Normal,0,495.0,0.5474747474747474
11349,Normal,Psychic,0,811.0,0.4525277435265105
11350,Normal,Bug,1,1066.0,0.6135084427767354
11351,Normal,Water,1,1702.0,0.6057579318448884
11352,Ghost,Normal,0,484.0,0.506198347107438
11353,Bug,Fighting,0,271.0,0.4280442804428044
11354,Normal,Bug,1,1066.0,0.6135084427767354
11355,Bug,Fire,0,599.0,0.330550918196995
11356,Bug,Normal,0,1066.0,0.38649155722326456
11357,Poison,Fairy,0,77.0,0.7012987012987013
11358,Grass,Normal,0,984.0,0.39939024390243905
11359,Psychic,Water,1,1086.0,0.6160220994475138
11360,Rock,Grass,0,482.0,0.4315352697095436
11361,Steel,Water,0,497.0,0.3822937625754527
11362,Dragon,Ghost,1,153.0,0.6862745098039216
11363,Psychic,Psychic,1,259.0,1.0
11364,Normal,Rock,0,682.0,0.6055718475073314
11365,Water,Poison,1,518.0,0.5463320463320464
11366,Rock,Grass,0,482.0,0.4315352697095436
11367,Normal,Bug,1,1066.0,0.6135084427767354
11368,Fire,Electric,1,327.0,0.40061162079510704
11369,Grass,Ghost,0,351.0,0.5071225071225072
11370,Psychic,Ghost,0,289.0,0.5501730103806228
11371,Poison,Psychic,0,270.0,0.3888888888888889
11372,Water,Normal,0,1702.0,0.39424206815511165
11373,Dragon,Bug,1,342.0,0.716374269005848
11374,Ice,Fighting,0,93.0,0.40860215053763443
11375,Bug,Water,0,1204.0,0.46096345514950166
11376,Bug,Bug,1,386.0,1.0
11377,Rock,Fighting,1,194.0,0.31958762886597936
11378,Water,Normal,0,1702.0,0.39424206815511165
11379,Normal,Steel,1,422.0,0.5781990521327014
11380,Fairy,Ground,1,82.0,0.2926829268292683
11381,Water,Ghost,0,500.0,0.532
11382,Rock,Ground,0,229.0,0.35807860262008734
11383,Grass,Bug,1,764.0,0.4816753926701571
11384,Ice,Water,0,445.0,0.47191011235955055
11385,Fire,Fire,0,215.0,1.0
11386,Psychic,Electric,0,422.0,0.43364928909952605
11387,Fire,Ice,0,196.0,0.6836734693877551
11388,Normal,Bug,0,1066.0,0.6135084427767354
11389,Steel,Bug,0,289.0,0.5294117647058824
11390,Psychic,Grass,1,632.0,0.6265822784810127
11391,Water,Fire,0,931.0,0.41568206229860366
11392,Bug,Rock,1,487.0,0.45790554414784396
11393,Electric,Water,1,713.0,0.6984572230014026
11394,Psychic,Grass,1,632.0,0.6265822784810127
11395,Water,Normal,1,1702.0,0.39424206815511165
11396,Normal,Bug,0,1066.0,0.6135084427767354
11397,Normal,Grass,1,984.0,0.600609756097561
11398,Ice,Ground,1,122.0,0.5163934426229508
11399,Fighting,Bug,1,271.0,0.5719557195571956
11400,Normal,Ghost,0,484.0,0.493801652892562
11401,Steel,Dragon,0,141.0,0.20567375886524822
11402,Water,Water,0,971.0,1.0
11403,Fire,Dark,1,249.0,0.4899598393574297
11404,Psychic,Water,1,1086.0,0.6160220994475138
11405,Ghost,Ground,0,159.0,0.46540880503144655
11406,Poison,Electric,1,201.0,0.27860696517412936
11407,Dragon,Water,1,584.0,0.7157534246575342
11408,Rock,Normal,0,682.0,0.3944281524926686
11409,Poison,Water,0,518.0,0.45366795366795365
11410,Grass,Water,1,1208.0,0.49834437086092714
11411,Dragon,Normal,0,479.0,0.5741127348643006
11412,Water,Rock,0,759.0,0.5902503293807642
11413,Poison,Fighting,0,133.0,0.43609022556390975
11414,Normal,Water,1,1702.0,0.6057579318448884
11415,Steel,Psychic,1,279.0,0.44802867383512546
11416,Water,Dragon,0,584.0,0.2842465753424658
11417,Dark,Water,0,520.0,0.6442307692307693
11418,Fairy,Dark,1,83.0,0.20481927710843373
11419,Water,Psychic,1,1086.0,0.3839779005524862
11420,Fire,Ice,0,196.0,0.6836734693877551
11421,Bug,Poison,0,324.0,0.4660493827160494
11422,Ground,Normal,0,472.0,0.4894067796610169
11423,Electric,Bug,1,473.0,0.733615221987315
11424,Fairy,Grass,0,203.0,0.29064039408866993
11425,Rock,Dragon,0,260.0,0.25384615384615383
11426,Dragon,Grass,0,313.0,0.6900958466453674
11427,Ice,Water,0,445.0,0.47191011235955055
11428,Ice,Bug,1,295.0,0.511864406779661
11429,Poison,Dragon,0,173.0,0.31213872832369943
11430,Water,Psychic,0,1086.0,0.3839779005524862
11431,Grass,Ghost,1,351.0,0.5071225071225072
11432,Poison,Psychic,0,270.0,0.3888888888888889
11433,Bug,Dark,0,309.0,0.36245954692556637
11434,Normal,Psychic,0,811.0,0.4525277435265105
11435,Bug,Poison,0,324.0,0.4660493827160494
11436,Water,Fighting,0,472.0,0.5466101694915254
11437,Electric,Fire,1,327.0,0.599388379204893
11438,Fire,Water,0,931.0,0.5843179377013964
11439,Rock,Dark,0,246.0,0.26422764227642276
11440,Dark,Fire,0,249.0,0.5100401606425703
11441,Rock,Psychic,0,445.0,0.3707865168539326
11442,Poison,Poison,1,74.0,1.0
11443,Normal,Normal,0,708.0,1.0
11444,Bug,Normal,0,1066.0,0.38649155722326456
11445,Rock,Water,1,759.0,0.40974967061923584
11446,Bug,Normal,1,1066.0,0.38649155722326456
11447,Psychic,Rock,0,445.0,0.6292134831460674
11448,Water,Psychic,0,1086.0,0.3839779005524862
11449,Rock,Psychic,0,445.0,0.3707865168539326
11450,Fighting,Fire,0,216.0,0.35185185185185186
11451,Ghost,Ground,0,159.0,0.46540880503144655
11452,Electric,Normal,1,676.0,0.6183431952662722
11453,Water,Psychic,0,1086.0,0.3839779005524862
11454,Ground,Psychic,0,274.0,0.5036496350364964
11455,Grass,Normal,0,984.0,0.39939024390243905
11456,Ice,Water,1,445.0,0.47191011235955055
11457,Rock,Poison,0,194.0,0.3917525773195876
11458,Ice,Grass,0,244.0,0.5819672131147541
11459,Poison,Rock,0,194.0,0.6082474226804123
11460,Ground,Poison,1,149.0,0.6174496644295302
11461,Bug,Steel,0,289.0,0.47058823529411764
11462,Electric,Grass,0,459.0,0.6666666666666666
11463,Psychic,Psychic,0,259.0,1.0
11464,Rock,Ice,0,182.0,0.510989010989011
11465,Normal,Bug,0,1066.0,0.6135084427767354
11466,Poison,Dragon,0,173.0,0.31213872832369943
11467,Ground,Psychic,0,274.0,0.5036496350364964
11468,Electric,Fire,0,327.0,0.599388379204893
11469,Steel,Normal,1,422.0,0.4218009478672986
11470,Rock,Bug,1,487.0,0.5420944558521561
11471,Dragon,Grass,0,313.0,0.6900958466453674
11472,Normal,Bug,0,1066.0,0.6135084427767354
11473,Electric,Psychic,1,422.0,0.566350710900474
11474,Fire,Fairy,1,142.0,0.7816901408450704
11475,Poison,Dark,0,125.0,0.336
11476,Fighting,Bug,0,271.0,0.5719557195571956
11477,Dragon,Water,0,584.0,0.7157534246575342
11478,Water,Psychic,0,1086.0,0.3839779005524862
11479,Psychic,Dragon,0,276.0,0.463768115942029
11480,Water,Normal,0,1702.0,0.39424206815511165
11481,Fighting,Normal,1,443.0,0.4401805869074492
11482,Steel,Dark,0,153.0,0.32679738562091504
11483,Normal,Ghost,0,484.0,0.493801652892562
11484,Bug,Normal,0,1066.0,0.38649155722326456
11485,Water,Bug,0,1204.0,0.5390365448504983
11486,Electric,Fighting,1,179.0,0.6871508379888268
11487,Rock,Water,1,759.0,0.40974967061923584
11488,Normal,Ground,0,472.0,0.510593220338983
11489,Poison,Fire,0,225.0,0.3288888888888889
11490,Grass,Bug,1,764.0,0.4816753926701571
11491,Normal,Bug,0,1066.0,0.6135084427767354
11492,Fighting,Ground,1,124.0,0.49193548387096775
11493,Ground,Normal,1,472.0,0.4894067796610169
11494,Fairy,Ground,0,82.0,0.2926829268292683
11495,Fairy,Psychic,1,138.0,0.26811594202898553
11496,Rock,Grass,1,482.0,0.4315352697095436
11497,Water,Electric,0,713.0,0.3015427769985975
11498,Grass,Grass,1,354.0,1.0
11499,Steel,Fire,0,232.0,0.3146551724137931
11500,Water,Ground,1,571.0,0.46935201401050786
11501,Water,Water,0,971.0,1.0
11502,Electric,Fairy,1,132.0,0.8181818181818182
11503,Poison,Bug,0,324.0,0.5339506172839507
11504,Fire,Fire,1,215.0,1.0
11505,Psychic,Ground,0,274.0,0.49635036496350365
11506,Normal,Water,1,1702.0,0.6057579318448884
11507,Flying,Dragon,1,22.0,0.8181818181818182
11508,Normal,Fighting,0,443.0,0.5598194130925508
11509,Dragon,Steel,0,141.0,0.7943262411347518
11510,Water,Water,0,971.0,1.0
11511,Fighting,Water,1,472.0,0.4533898305084746
11512,Dragon,Fairy,0,84.0,0.10714285714285714
11513,Bug,Ghost,0,356.0,0.4550561797752809
11514,Electric,Ground,0,218.0,0.0963302752293578
11515,Grass,Rock,1,482.0,0.5684647302904564
11516,Grass,Ice,0,244.0,0.4180327868852459
11517,Grass,Psychic,0,632.0,0.37341772151898733
11518,Psychic,Fire,0,448.0,0.5200892857142857
11519,Fire,Steel,1,232.0,0.6853448275862069
11520,Poison,Bug,1,324.0,0.5339506172839507
11521,Ground,Grass,1,318.0,0.5094339622641509
11522,Dark,Water,1,520.0,0.6442307692307693
11523,Electric,Electric,1,134.0,1.0
11524,Fairy,Ground,0,82.0,0.2926829268292683
11525,Normal,Poison,1,432.0,0.6388888888888888
11526,Steel,Dragon,0,141.0,0.20567375886524822
11527,Normal,Fighting,1,443.0,0.5598194130925508
11528,Normal,Fire,1,861.0,0.45876887340301975
11529,Psychic,Psychic,0,259.0,1.0
11530,Fire,Water,0,931.0,0.5843179377013964
11531,Grass,Dark,1,332.0,0.27710843373493976
11532,Normal,Grass,1,984.0,0.600609756097561
11533,Normal,Fire,1,861.0,0.45876887340301975
11534,Water,Fairy,1,321.0,0.6884735202492211
11535,Water,Grass,1,1208.0,0.5016556291390728
11536,Grass,Normal,0,984.0,0.39939024390243905
11537,Rock,Steel,1,179.0,0.48044692737430167
11538,Dark,Water,1,520.0,0.6442307692307693
11539,Fire,Ground,1,266.0,0.518796992481203
11540,Fighting,Fire,0,216.0,0.35185185185185186
11541,Psychic,Ice,1,224.0,0.625
11542,Water,Bug,0,1204.0,0.5390365448504983
