,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp,winner,nbrContre,probWinParType
7052,5,-35,25,-15,45,-45,0,971.0,1.0
7053,30,80,70,85,35,100,1,1086.0,0.6160220994475138
7054,38,45,25,20,15,52,1,584.0,0.7157534246575342
7055,-5,15,-10,10,-25,20,1,422.0,0.566350710900474
7056,-60,-88,-40,-47,-47,-98,0,984.0,0.3993902439024391
7057,32,17,18,129,75,43,1,252.0,0.43253968253968256
7058,8,10,5,34,-4,57,1,132.0,0.8181818181818182
7059,0,20,60,5,5,0,0,194.0,0.31958762886597936
7060,-35,35,-40,-85,-50,15,1,861.0,0.4587688734030198
7061,0,-17,-112,-17,-112,-26,0,632.0,0.3734177215189873
7062,13,25,6,0,12,-2,0,142.0,0.3309859154929577
7063,65,2,15,65,50,20,1,931.0,0.4156820622986037
7064,30,-29,-71,1,-41,34,1,356.0,0.5449438202247191
7065,-38,-30,-5,-65,-17,-56,0,1066.0,0.38649155722326456
7066,5,-32,-20,-24,-35,40,0,1208.0,0.5016556291390728
7067,23,15,23,3,63,-5,0,149.0,0.4832214765100672
7068,-51,-7,-8,-55,-41,14,1,321.0,0.6884735202492211
7069,-71,-53,-33,-42,-12,16,1,1208.0,0.4983443708609272
7070,-30,-80,-190,-20,-40,-20,0,289.0,0.4705882352941176
7071,-19,-5,-20,5,-15,14,1,571.0,0.4693520140105079
7072,-60,-25,-41,-25,-11,20,1,518.0,0.4536679536679537
7073,-8,6,102,-10,95,10,1,448.0,0.5200892857142857
7074,29,58,78,8,0,2,1,1208.0,0.5016556291390728
7075,-10,-55,-15,10,-25,-40,0,182.0,0.489010989010989
7076,23,52,33,-33,-7,-42,1,259.0,1.0
7077,-18,-35,-20,-25,0,-56,0,1702.0,0.3942420681551117
7078,-21,-29,-52,-14,-20,-23,0,83.0,1.0
7079,10,40,30,25,30,55,1,445.0,0.5280898876404494
7080,-25,-60,15,-90,-35,-60,0,646.0,0.4241486068111455
7081,15,65,130,15,-5,-30,1,274.0,0.4963503649635037
7082,10,-36,25,-40,5,-69,0,270.0,0.43703703703703706
7083,10,18,-17,39,0,43,1,1208.0,0.4983443708609272
7084,7,32,12,5,-23,-15,0,984.0,0.6006097560975611
7085,-51,-21,15,-21,7,-19,0,149.0,0.4832214765100672
7086,-10,-25,-30,50,40,15,1,482.0,0.5684647302904564
7087,-16,-29,20,-27,-35,-43,0,229.0,0.6419213973799127
7088,-13,-2,-38,22,-2,8,1,122.0,0.5163934426229508
7089,15,25,7,50,35,23,1,266.0,0.5187969924812029
7090,14,45,22,8,20,-29,0,270.0,0.3888888888888889
7091,50,90,40,15,20,-10,0,11.0,0.2727272727272727
7092,-18,40,60,-70,-20,-30,0,279.0,0.4480286738351255
7093,-10,3,-13,-2,-18,-43,0,1208.0,0.4983443708609272
7094,0,-15,-5,-40,-25,-80,0,443.0,0.4401805869074492
7095,-26,-48,-108,25,40,63,1,445.0,0.5280898876404494
7096,-48,5,-51,0,-56,35,1,1702.0,0.3942420681551117
7097,-40,32,7,-21,9,45,1,1204.0,0.4609634551495017
7098,-10,15,-10,15,-10,-15,0,861.0,0.5412311265969802
7099,-34,-31,-10,-44,-40,-22,0,354.0,1.0
7100,25,-5,45,120,25,5,1,116.0,0.3965517241379311
7101,-16,34,116,-48,-36,-11,0,445.0,0.4719101123595506
7102,21,54,80,46,19,-13,0,520.0,0.3557692307692308
7103,-25,-4,25,-4,-20,-31,0,646.0,0.4241486068111455
7104,-20,5,55,-55,-55,-25,0,1208.0,0.5016556291390728
7105,-5,-40,-60,25,5,75,0,487.0,0.457905544147844
7106,-1,-10,-30,56,9,11,1,182.0,0.489010989010989
7107,15,-110,-75,-90,-15,-20,0,676.0,0.3816568047337278
7108,60,15,26,51,42,22,1,445.0,0.4719101123595506
7109,45,79,41,5,50,65,1,1066.0,0.38649155722326456
7110,-10,-25,-35,-55,30,-35,0,1702.0,0.6057579318448884
7111,17,20,20,30,50,65,1,472.0,0.4533898305084746
7112,50,-20,-81,-20,4,30,1,351.0,0.4928774928774929
7113,-70,-84,-86,-10,0,-20,0,472.0,0.5105932203389829
7114,15,0,-3,10,-3,-36,0,459.0,0.3333333333333333
7115,55,25,-85,15,-85,-16,0,1086.0,0.3839779005524862
7116,-2,30,40,40,30,45,1,103.0,0.5048543689320388
7117,-35,35,-15,10,-20,-5,0,520.0,0.6442307692307693
7118,29,-47,23,-43,27,-4,0,354.0,1.0
7119,-60,-25,-30,-3,-5,15,1,861.0,0.5412311265969802
7120,-22,-20,-6,-26,-24,-88,0,547.0,0.2961608775137112
7121,-5,5,35,-15,0,2,1,301.0,0.5647840531561462
7122,25,5,3,30,48,0,0,190.0,0.3894736842105263
7123,20,10,30,-20,30,15,1,295.0,0.511864406779661
7124,20,-40,-25,-20,-20,-45,0,984.0,0.6006097560975611
7125,-27,16,-6,-4,4,0,0,518.0,0.4536679536679537
7126,55,90,55,5,25,-19,0,472.0,0.4533898305084746
7127,0,30,10,5,25,10,1,1066.0,0.6135084427767354
7128,18,30,20,30,30,26,1,1066.0,0.6135084427767354
7129,-51,-51,-44,-51,-39,-34,0,1208.0,0.5016556291390728
7130,0,-50,-100,20,35,65,0,279.0,0.5519713261648745
7131,-44,-36,-13,49,27,57,0,811.0,0.5474722564734895
7132,-40,-30,-45,-60,-40,20,1,178.0,0.4550561797752809
7133,35,55,35,5,0,-15,0,459.0,0.6666666666666666
7134,21,62,15,42,15,30,1,518.0,0.4536679536679537
7135,-23,-37,-39,-38,-39,-35,0,764.0,0.518324607329843
7136,-40,-80,-95,-5,35,25,0,759.0,0.5902503293807642
7137,5,-8,33,-10,20,-15,0,332.0,0.27710843373493976
7138,32,-37,-7,-27,-2,-48,0,811.0,0.5474722564734895
7139,-10,25,-20,0,-20,-60,0,443.0,0.4401805869074492
7140,0,3,0,35,-5,-25,0,318.0,0.490566037735849
7141,-40,-20,-20,-25,30,-20,0,1702.0,0.6057579318448884
7142,-12,18,30,-52,-30,-99,0,445.0,0.3707865168539326
7143,-60,-30,-18,-10,2,30,1,335.0,0.4776119402985074
7144,0,-20,40,-40,25,-15,0,149.0,0.4832214765100672
7145,5,75,25,0,-40,-40,1,148.0,0.3918918918918919
7146,-10,-25,-30,5,-25,-15,0,931.0,0.5843179377013964
7147,50,90,88,10,8,-15,0,335.0,0.5223880597014925
7148,-10,-20,-135,-5,-15,60,1,497.0,0.6177062374245473
7149,5,44,13,75,8,12,1,861.0,0.5412311265969802
7150,-6,-117,-29,-6,-58,-61,0,138.0,0.26811594202898553
7151,-5,-3,-3,82,7,-10,0,270.0,0.6111111111111112
7152,-34,7,-53,-5,-75,0,0,125.0,0.336
7153,8,40,-50,-30,-35,0,0,99.0,0.5050505050505051
7154,32,-52,-38,-54,-14,-40,0,931.0,0.4156820622986037
7155,27,-17,13,7,17,-7,0,332.0,0.27710843373493976
7156,-50,60,10,60,10,10,1,445.0,0.3707865168539326
7157,65,10,20,110,40,-5,0,479.0,0.5741127348643006
7158,10,62,10,19,-30,30,1,260.0,0.25384615384615383
7159,-13,63,45,-9,27,-13,0,271.0,0.4280442804428044
7160,-10,-40,-20,30,30,-10,0,232.0,0.6853448275862069
7161,-66,-110,-60,-70,-74,-35,0,599.0,0.330550918196995
7162,1,25,25,90,65,59,1,984.0,0.3993902439024391
7163,19,24,86,-16,66,-40,0,547.0,0.2961608775137112
7164,10,9,15,27,32,-4,0,547.0,0.2961608775137112
7165,-15,-40,-30,-95,-25,-47,0,274.0,0.5036496350364964
7166,-20,58,8,-58,-33,60,1,682.0,0.3944281524926686
7167,50,40,55,-5,20,-50,0,422.0,0.566350710900474
7168,5,30,65,105,55,35,1,216.0,0.6481481481481481
7169,30,105,-5,80,-5,-25,0,497.0,0.3822937625754527
7170,-90,67,42,67,42,67,1,279.0,0.4480286738351255
7171,16,54,-5,1,30,79,1,142.0,0.6690140845070423
7172,-10,18,12,10,35,-20,0,713.0,0.6984572230014026
7173,10,10,-10,-5,-15,10,1,445.0,0.5280898876404494
7174,-35,-20,-31,-25,-21,-45,0,443.0,0.4401805869074492
7175,15,0,8,55,18,0,0,270.0,0.6111111111111112
7176,-25,-30,-50,-35,-63,16,1,225.0,0.6711111111111111
7177,28,17,-18,24,25,24,1,274.0,0.5036496350364964
7178,-9,-18,0,34,57,-22,0,77.0,0.2987012987012987
7179,-27,-20,-12,-74,-39,-59,0,459.0,0.3333333333333333
7180,62,70,59,70,59,40,1,811.0,0.5474722564734895
7181,2,-19,-42,12,72,-69,0,1066.0,0.6135084427767354
7182,76,26,16,96,-12,23,1,62.0,0.3387096774193548
7183,24,-34,-1,-39,-6,-63,0,861.0,0.4587688734030198
7184,-35,-50,10,-70,-45,-35,0,473.0,0.266384778012685
7185,-35,-95,-195,-5,-25,25,0,274.0,0.5036496350364964
7186,5,40,-6,-15,-11,20,1,459.0,0.6666666666666666
7187,25,35,38,75,30,62,1,547.0,0.2961608775137112
7188,-17,-21,-10,60,-11,-16,0,759.0,0.5902503293807642
7189,50,60,-25,-15,15,50,1,984.0,0.6006097560975611
7190,47,100,-47,-40,-57,-28,0,286.0,0.2867132867132867
7191,52,-5,60,15,50,38,1,149.0,0.5167785234899329
7192,5,8,75,40,25,-14,0,149.0,0.3825503355704698
7193,42,84,2,113,44,90,1,1086.0,0.6160220994475138
7194,-45,40,35,-40,-30,-19,0,971.0,1.0
7195,15,45,18,15,8,45,1,318.0,0.5094339622641509
7196,-5,55,10,0,-70,-15,0,148.0,0.3918918918918919
7197,65,60,50,20,60,40,1,1066.0,0.6135084427767354
7198,35,40,25,20,-5,-35,1,472.0,0.4894067796610169
7199,-15,10,-5,-9,-40,-2,0,1702.0,0.6057579318448884
7200,0,-25,-4,-65,-4,0,0,811.0,0.4525277435265105
7201,45,65,40,95,30,5,1,1204.0,0.5390365448504983
7202,-36,-30,-28,-15,-2,-18,0,321.0,0.3115264797507788
7203,-16,17,-7,-4,19,14,1,547.0,0.2961608775137112
7204,20,35,-45,-40,-45,-30,0,487.0,0.457905544147844
7205,-20,-75,-45,20,-5,-55,0,764.0,0.4816753926701571
7206,38,72,54,91,43,41,1,67.0,0.6268656716417911
7207,55,15,70,5,35,5,1,584.0,0.2842465753424658
7208,-2,12,-6,-24,-22,-19,0,247.0,0.757085020242915
7209,-30,-79,-45,0,-15,9,0,157.0,1.0
7210,0,45,40,-15,20,-5,0,487.0,0.5420944558521561
7211,-45,4,-68,0,-61,30,1,861.0,0.5412311265969802
7212,-20,-45,30,-20,35,-65,0,321.0,0.3115264797507788
7213,30,50,-40,-15,-20,130,1,246.0,0.2642276422764228
7214,-15,-80,-40,-23,-20,33,1,22.0,0.8181818181818182
7215,-18,-24,-28,-109,-65,-60,0,861.0,0.4587688734030198
7216,79,18,56,36,61,-22,0,484.0,0.506198347107438
7217,-27,-65,-40,-24,-60,-5,0,479.0,0.42588726513569936
7218,50,10,-20,30,55,35,1,518.0,0.5463320463320464
7219,-75,-25,-50,-50,-50,-5,0,163.0,0.7116564417177914
7220,39,65,30,55,20,71,1,149.0,0.6174496644295302
7221,31,28,56,68,46,37,1,547.0,0.7038391224862889
7222,50,65,25,0,15,10,0,518.0,0.4536679536679537
7223,-16,-42,21,16,46,-72,0,247.0,0.242914979757085
7224,3,92,83,-16,33,-26,0,473.0,0.266384778012685
7225,-54,-33,-38,-10,-34,-16,0,354.0,1.0
7226,45,13,8,26,21,-30,0,971.0,1.0
7227,-38,-45,-25,-29,25,-50,0,259.0,1.0
7228,-10,25,20,25,20,-10,0,153.0,0.32679738562091504
7229,37,16,47,-40,5,20,1,861.0,0.4587688734030198
7230,-6,65,11,15,-45,20,1,571.0,0.5306479859894921
7231,-50,-25,-40,-35,-60,-14,0,1702.0,0.6057579318448884
7232,-225,55,90,-30,-110,-15,0,1702.0,0.3942420681551117
7233,23,25,12,35,15,45,1,1702.0,0.6057579318448884
7234,55,75,31,11,17,2,1,472.0,0.4533898305084746
7235,-26,21,-17,56,6,-20,0,520.0,0.3557692307692308
7236,12,26,87,3,24,25,1,153.0,0.32679738562091504
7237,0,-10,-60,20,-5,20,1,211.0,0.7109004739336493
7238,5,23,80,10,10,-30,0,229.0,0.3580786026200873
7239,-15,-20,40,65,25,-15,0,676.0,0.6183431952662722
7240,0,-31,5,125,25,53,1,811.0,0.5474722564734895
7241,-10,30,75,35,30,60,1,270.0,0.43703703703703706
7242,-15,-75,-23,40,7,6,0,473.0,0.733615221987315
7243,5,42,7,32,25,7,1,149.0,0.4832214765100672
7244,-22,-105,10,30,90,-8,0,759.0,0.5902503293807642
7245,-45,-50,0,-20,40,15,1,75.0,1.0
7246,-25,-35,-15,10,5,65,1,179.0,0.5195530726256983
7247,-40,25,20,-50,-30,-20,0,682.0,0.3944281524926686
7248,-45,-44,-26,-25,-26,21,1,764.0,0.518324607329843
7249,-30,-20,-35,-75,-35,-10,0,473.0,0.266384778012685
7250,15,25,-121,10,0,31,1,759.0,0.5902503293807642
7251,-28,-80,-25,0,-75,-15,0,422.0,0.566350710900474
7252,35,70,30,-25,50,10,1,295.0,0.48813559322033895
7253,13,56,35,45,5,14,1,759.0,0.5902503293807642
7254,25,35,15,0,-10,25,1,811.0,0.4525277435265105
7255,-1,39,3,-2,-24,35,1,759.0,0.5902503293807642
7256,20,26,15,-29,8,-43,0,472.0,0.4533898305084746
7257,75,105,70,35,70,40,1,676.0,0.3816568047337278
7258,-20,-15,10,55,50,-10,0,246.0,0.7357723577235772
7259,21,68,18,51,-1,5,1,759.0,0.5902503293807642
7260,-10,-35,171,-20,191,-52,0,386.0,1.0
7261,-95,17,-15,40,10,33,1,971.0,1.0
7262,-90,70,17,87,17,94,1,632.0,0.3734177215189873
7263,46,5,37,58,88,-4,0,1702.0,0.3942420681551117
7264,-35,-60,-25,-5,-25,-110,0,145.0,0.5724137931034483
7265,-30,17,1,-21,-17,-25,0,1702.0,0.6057579318448884
7266,-25,-19,-22,-64,-50,-54,0,196.0,0.3163265306122449
7267,-120,-83,-5,-28,-60,36,0,984.0,0.3993902439024391
7268,-25,-15,0,40,0,-10,0,1702.0,0.3942420681551117
7269,-20,-33,15,27,15,71,1,270.0,0.43703703703703706
7270,0,2,-25,25,-15,33,1,295.0,0.511864406779661
7271,0,-27,-65,-43,-15,-10,0,472.0,0.5105932203389829
7272,-5,-95,0,-105,15,-5,0,422.0,0.5781990521327014
7273,-28,-43,18,-1,24,-54,0,77.0,0.2987012987012987
7274,-26,-62,-27,-20,10,-45,0,518.0,0.5463320463320464
7275,60,-55,-5,65,10,-60,0,520.0,0.3557692307692308
7276,26,35,-21,36,-16,40,1,1208.0,0.5016556291390728
7277,15,-75,-36,-65,-26,-45,0,289.0,0.4498269896193772
7278,55,-60,-40,-75,-35,-85,0,495.0,0.4525252525252526
7279,-10,26,-26,-24,25,40,1,271.0,0.5719557195571956
7280,-12,-10,10,65,45,70,1,179.0,0.6871508379888268
7281,6,12,4,-1,-6,-3,0,708.0,1.0
7282,55,74,10,8,10,35,1,984.0,0.6006097560975611
7283,-10,-10,15,-5,25,10,1,422.0,0.4336492890995261
7284,20,-25,50,-20,10,-38,0,1702.0,0.3942420681551117
7285,-10,-20,45,-60,0,-30,0,335.0,0.5223880597014925
7286,90,98,37,15,-15,40,1,984.0,0.6006097560975611
7287,-25,-43,-2,-55,-15,-50,1,218.0,0.9036697247706422
7288,20,65,50,-45,-55,10,1,571.0,0.5306479859894921
7289,40,41,-5,-19,-45,14,1,295.0,0.511864406779661
7290,35,80,35,3,2,58,1,984.0,0.6006097560975611
7291,39,75,50,5,20,1,1,182.0,0.510989010989011
7292,25,-15,-4,55,101,60,1,163.0,0.2883435582822086
7293,-20,2,25,-33,-30,6,1,632.0,0.3734177215189873
7294,-30,-45,5,35,5,20,1,861.0,0.4587688734030198
7295,20,18,72,-32,-48,15,1,158.0,0.4493670886075949
7296,-20,-15,-20,-100,-20,-77,0,74.0,1.0
7297,25,80,165,-25,-5,-15,1,119.0,0.5294117647058824
7298,-5,-10,-48,50,45,73,0,358.0,0.6033519553072626
7299,-90,70,35,40,35,40,1,931.0,0.5843179377013964
7300,0,-7,-23,-37,-53,15,1,158.0,0.4493670886075949
7301,15,0,-100,-5,-95,25,1,811.0,0.4525277435265105
7302,44,75,45,0,25,6,1,159.0,0.5345911949685535
7303,-9,5,-7,-8,-2,-22,0,484.0,0.506198347107438
7304,60,43,-43,73,12,85,1,286.0,0.7132867132867133
7305,45,-15,-20,20,-10,-5,0,1066.0,0.6135084427767354
7306,-30,10,-60,-35,-90,-35,1,291.0,0.9450171821305842
7307,-5,25,40,-75,-10,-20,0,445.0,0.3707865168539326
7308,30,23,40,3,40,-8,0,646.0,0.5758513931888545
7309,22,19,29,26,31,-26,0,448.0,0.5200892857142857
7310,-30,-58,-70,2,0,-10,0,318.0,0.490566037735849
7311,-10,53,38,10,15,24,1,194.0,0.3917525773195876
7312,-20,-12,-31,-45,-45,-19,0,354.0,1.0
7313,20,-15,-17,-18,-5,31,0,484.0,0.493801652892562
7314,-20,-2,100,-40,100,-29,0,289.0,0.5294117647058824
7315,25,-32,-62,16,16,37,1,497.0,0.6177062374245473
7316,-42,-15,9,-25,-30,-37,0,77.0,0.7012987012987013
7317,-50,-77,-75,-102,-75,30,0,984.0,0.6006097560975611
7318,-21,18,-4,-13,-6,51,1,1702.0,0.6057579318448884
7319,-28,-30,15,15,5,19,1,158.0,0.4493670886075949
7320,30,5,-7,20,-5,-20,0,82.0,0.2926829268292683
7321,-54,-1,-23,-37,-37,12,1,1208.0,0.5016556291390728
7322,0,-25,85,-30,35,-50,0,1204.0,0.4609634551495017
7323,-20,-33,-52,-23,-52,25,1,386.0,1.0
7324,3,87,-20,37,25,18,1,351.0,0.4928774928774929
7325,5,-6,6,35,-5,0,0,861.0,0.5412311265969802
7326,39,22,5,44,42,43,1,354.0,1.0
7327,41,99,40,75,75,65,1,342.0,0.716374269005848
7328,86,101,60,86,58,44,1,11.0,0.2727272727272727
7329,-5,5,-55,15,-15,-45,0,472.0,0.5105932203389829
7330,-28,-11,29,-34,-29,-96,0,232.0,0.3146551724137931
7331,-32,-10,-35,-28,-52,-32,0,632.0,0.6265822784810127
7332,-19,-18,-8,-65,-30,-59,0,244.0,0.35655737704918034
7333,42,69,25,49,15,26,1,646.0,0.4241486068111455
7334,-36,35,-3,-35,-13,16,1,632.0,0.3734177215189873
7335,-15,12,38,-60,25,-35,0,179.0,0.3128491620111732
7336,0,90,15,50,-40,0,0,931.0,0.5843179377013964
7337,-3,2,-43,15,-23,-20,0,472.0,0.5105932203389829
7338,15,46,-105,51,-75,71,1,482.0,0.5684647302904564
7339,22,23,-63,16,-26,30,1,682.0,0.6055718475073314
7340,-15,55,60,-45,10,-60,0,386.0,1.0
7341,-55,75,20,130,45,75,1,811.0,0.5474722564734895
7342,-6,-16,10,-10,-30,-40,0,335.0,0.5223880597014925
7343,-12,-13,-8,19,14,-10,0,1086.0,0.6160220994475138
7344,33,-54,-14,-27,6,-42,0,811.0,0.5474722564734895
7345,-50,-38,-25,-70,-20,3,1,266.0,0.481203007518797
7346,0,25,-42,0,0,17,1,65.0,1.0
7347,25,45,20,15,5,40,1,708.0,1.0
7348,50,84,58,50,63,14,1,149.0,0.4832214765100672
7349,40,-5,-47,-65,-67,-46,1,218.0,0.9036697247706422
7350,-12,-35,-50,71,19,22,1,482.0,0.5684647302904564
7351,40,0,23,-60,-5,-3,0,861.0,0.4587688734030198
7352,25,55,37,48,5,35,1,321.0,0.6884735202492211
7353,-5,-130,15,-125,55,-110,0,276.0,0.5362318840579711
7354,-10,27,7,52,2,35,1,225.0,0.6711111111111111
7355,-15,15,-55,-5,-5,45,0,422.0,0.5781990521327014
7356,-10,-20,54,0,34,-13,0,386.0,1.0
7357,10,-15,55,5,-15,-80,0,216.0,0.6481481481481481
7358,45,107,57,44,37,21,1,218.0,0.9036697247706422
7359,35,0,-5,20,30,25,1,971.0,1.0
7360,-50,-44,-35,-35,-35,-23,0,708.0,1.0
7361,10,100,-40,120,-5,85,1,270.0,0.6111111111111112
7362,-45,-55,-170,-25,-35,0,0,274.0,0.5036496350364964
7363,-18,35,53,-35,-15,-10,0,1702.0,0.3942420681551117
7364,-5,-28,-7,55,10,0,0,984.0,0.3993902439024391
7365,30,40,55,10,25,-15,0,124.0,0.5080645161290323
7366,-19,-14,-30,-27,-50,-75,0,354.0,1.0
7367,-3,19,2,18,14,33,1,676.0,0.6183431952662722
7368,34,98,36,116,41,3,1,479.0,0.5741127348643006
7369,10,-47,8,13,23,10,1,77.0,0.7012987012987013
7370,21,53,48,100,49,39,1,1702.0,0.3942420681551117
7371,-35,-100,-56,-90,-20,-3,0,931.0,0.4156820622986037
7372,-44,45,10,10,0,20,0,386.0,1.0
7373,-15,-10,0,-60,-30,-55,0,495.0,0.4525252525252526
7374,-71,-86,15,-120,-65,-108,0,1086.0,0.3839779005524862
7375,25,45,-25,15,15,55,1,931.0,0.4156820622986037
7376,55,125,74,25,90,26,1,68.0,0.2352941176470588
7377,-11,26,20,-81,-5,16,1,289.0,0.4498269896193772
7378,-40,-47,-53,7,-7,8,1,274.0,0.4963503649635037
7379,41,27,54,28,41,28,1,210.0,0.4476190476190477
7380,21,12,14,14,9,42,1,472.0,0.5105932203389829
7381,42,18,8,35,21,-16,0,861.0,0.4587688734030198
7382,-9,-15,-47,-28,-43,2,1,354.0,1.0
7383,0,-24,-13,-55,-18,18,1,708.0,1.0
7384,-9,-10,25,20,30,40,1,632.0,0.6265822784810127
7385,-30,41,-65,-60,-5,89,1,764.0,0.518324607329843
7386,56,-8,36,2,36,-11,0,931.0,0.4156820622986037
7387,10,0,10,5,-5,-5,0,432.0,0.6388888888888888
7388,8,0,-4,105,66,23,1,811.0,0.5474722564734895
7389,31,37,24,2,-1,52,1,861.0,0.4587688734030198
7390,-26,-40,-29,-6,-4,30,0,1208.0,0.5016556291390728
7391,32,-16,4,51,16,-96,0,448.0,0.5200892857142857
7392,55,47,30,60,40,58,1,289.0,0.5294117647058824
7393,-13,10,-10,-130,-60,15,1,291.0,0.9450171821305842
7394,-45,27,31,35,31,5,1,931.0,0.5843179377013964
7395,50,80,30,45,25,-5,0,327.0,0.40061162079510704
7396,-205,95,130,30,30,-5,0,484.0,0.506198347107438
7397,-12,-28,-7,0,10,-18,0,931.0,0.5843179377013964
7398,-25,-5,-30,-40,-40,0,0,365.0,0.6054794520547945
7399,11,2,40,4,40,8,1,518.0,0.5463320463320464
7400,-20,30,10,10,30,45,1,472.0,0.4894067796610169
7401,-25,-55,-6,-55,-6,-50,0,713.0,0.6984572230014026
7402,-36,-29,-4,-35,-13,-76,0,358.0,0.3966480446927375
7403,-16,25,-65,-22,-37,-20,0,500.0,0.46799999999999997
7404,50,65,25,35,35,35,1,295.0,0.511864406779661
7405,-10,50,25,-65,-25,30,1,291.0,0.9450171821305842
7406,40,65,71,35,11,10,1,149.0,0.6174496644295302
7407,-20,-90,-10,20,-30,-105,0,142.0,0.3309859154929577
7408,30,-8,-10,12,0,-40,0,270.0,0.43703703703703706
7409,-51,-56,-20,-6,-3,-59,0,291.0,0.054982817869415807
7410,23,24,5,38,0,56,1,149.0,0.5167785234899329
7411,0,26,4,-21,11,50,1,676.0,0.3816568047337278
7412,25,-5,80,20,30,35,1,335.0,0.4776119402985074
7413,-47,-55,-30,20,0,5,1,236.0,0.6313559322033898
7414,-11,-29,-42,-37,-27,-22,0,1702.0,0.6057579318448884
7415,16,12,15,10,15,55,1,1208.0,0.4983443708609272
7416,-56,-34,32,-74,32,-65,0,487.0,0.5420944558521561
7417,-10,27,25,80,95,25,1,931.0,0.4156820622986037
7418,10,-10,-15,-10,-20,5,1,459.0,0.6666666666666666
7419,-16,-12,-50,-10,-50,-37,0,1086.0,0.3839779005524862
7420,-26,12,12,3,-2,-4,0,518.0,0.4536679536679537
7421,20,50,39,40,49,27,1,1066.0,0.6135084427767354
7422,-8,-40,-73,44,19,64,0,473.0,0.733615221987315
7423,-68,-27,-7,76,3,92,1,445.0,0.6292134831460674
7424,10,115,-20,100,-20,85,0,291.0,0.054982817869415807
7425,-5,-10,-20,60,20,50,1,103.0,0.5048543689320388
7426,25,29,30,-8,-20,-32,0,93.0,0.4086021505376344
7427,-45,-30,-50,-5,-50,-25,0,495.0,0.5474747474747474
7428,-9,-17,9,-37,-1,0,0,179.0,0.5195530726256983
7429,-41,-25,-21,-95,-71,-22,0,599.0,0.330550918196995
7430,-46,-32,5,-20,5,-16,0,971.0,1.0
7431,-30,-5,35,-115,-60,-5,0,211.0,0.2890995260663507
7432,-25,-80,-145,-40,-40,-5,0,289.0,0.4705882352941176
7433,-15,-70,-185,10,-30,10,1,232.0,0.6853448275862069
7434,0,-30,-90,15,-65,-10,0,274.0,0.5036496350364964
7435,20,-10,40,19,59,-5,0,1066.0,0.38649155722326456
7436,-30,22,-8,24,-6,-2,0,520.0,0.6442307692307693
7437,-26,0,-89,-45,8,-33,0,289.0,0.4705882352941176
7438,-35,-60,-45,-110,-90,-65,0,342.0,0.2836257309941521
7439,-15,50,10,35,10,50,1,125.0,0.664
7440,45,70,32,20,22,-17,0,247.0,0.242914979757085
7441,0,-20,68,15,68,-25,0,120.0,0.7583333333333333
7442,57,49,-5,52,43,-34,1,759.0,0.40974967061923584
7443,20,-10,-2,24,35,-8,0,247.0,0.242914979757085
7444,15,30,-42,62,5,16,1,123.0,0.4959349593495935
7445,46,55,78,35,-48,-2,0,203.0,0.7093596059113301
7446,-25,-53,40,10,0,-62,0,599.0,0.669449081803005
7447,25,69,55,30,45,-8,0,759.0,0.40974967061923584
7448,10,-65,-10,-55,25,-65,0,632.0,0.6265822784810127
7449,-18,16,42,-50,-35,-60,1,358.0,0.3966480446927375
7450,5,3,0,18,65,27,1,1086.0,0.6160220994475138
7451,26,10,30,42,52,75,1,351.0,0.5071225071225072
7452,-45,3,-53,-25,-35,-25,0,676.0,0.6183431952662722
7453,-23,-54,-33,-24,-20,20,1,448.0,0.5200892857142857
7454,33,25,66,-24,10,65,1,313.0,0.6900958466453674
7455,25,45,46,15,46,60,1,473.0,0.266384778012685
7456,50,-50,-20,45,40,-28,0,1702.0,0.3942420681551117
7457,20,5,60,25,-25,30,1,354.0,1.0
7458,69,46,-97,61,28,-2,0,682.0,0.6055718475073314
7459,-75,-80,-41,-30,-61,-43,0,1066.0,0.38649155722326456
7460,0,-10,13,65,23,19,1,214.0,0.2383177570093458
7461,-35,10,35,25,65,25,1,1702.0,0.3942420681551117
7462,-40,-70,-30,-10,40,-80,0,518.0,0.5463320463320464
7463,52,70,49,95,44,30,1,861.0,0.5412311265969802
7464,-7,10,5,35,-25,-50,0,1204.0,0.5390365448504983
7465,55,10,30,62,40,-15,0,1086.0,0.6160220994475138
7466,-94,-59,-35,-72,-55,-52,0,351.0,0.5071225071225072
7467,-4,-23,20,-3,25,-66,0,332.0,0.27710843373493976
7468,5,-27,14,-37,4,-47,0,289.0,0.5501730103806228
7469,37,15,-12,-22,-1,27,1,327.0,0.40061162079510704
7470,-12,-40,35,5,15,-40,0,159.0,0.4654088050314466
7471,57,-26,13,50,35,40,0,599.0,0.669449081803005
7472,27,-24,-11,18,-6,-42,0,1086.0,0.6160220994475138
7473,35,65,35,-30,45,40,1,599.0,0.330550918196995
7474,20,-20,20,-10,20,35,0,158.0,0.4493670886075949
7475,15,50,45,5,35,5,1,279.0,0.4480286738351255
7476,-23,45,-61,-20,-51,80,1,682.0,0.3944281524926686
7477,-14,-25,52,-67,-5,-27,0,23.0,0.17391304347826084
7478,45,16,-5,-14,25,48,1,1208.0,0.4983443708609272
7479,-40,-54,-33,1,-21,2,1,216.0,0.6481481481481481
7480,18,6,-5,9,-14,-4,0,984.0,0.6006097560975611
